ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.210401	0	none	H1_	H1_chr5	62397688	none	0	UGM
SRR6485325.69575	-3	-3	undetermined	H1_chr5	62495759	H2_chr5	60285327	PEES
SRR6485325.218234	0	none	H1_	H1_chr5	62530016	none	0	UGM
SRR6485325.242936	0	none	H1_	H1_chr5	62571191	none	0	UGM
SRR6485325.208631	0	0	undetermined	H1_chr5	62579502	H2_chr5	60369077	PEES
SRR6485325.219424	0	0	undetermined	H1_chr5	62586413	H2_chr5	60375988	PEES
SRR6485325.250486	0	0	undetermined	H1_chr5	62596757	H2_chr5	60386289	PEES
SRR6485325.17453	0	0	undetermined	H1_chr5	62663740	H2_chr5	60452887	PEES
SRR6485325.100680	-5	-5	undetermined	H1_chr5	62668088	H2_chr5	60457235	PEES
SRR6485325.175675	0	0	undetermined	H1_chr5	62670076	H2_chr5	60459204	PEES
SRR6485325.52830	0	0	undetermined	H1_chr5	62786718	H2_chr5	60576212	PEES
SRR6485325.144388	0	0	undetermined	H1_chr5	62880344	H2_chr5	60669065	PEES
SRR6485325.141049	-5	none	H1_	H1_chr5	62979806	none	0	UGM
SRR6485325.95222	-5	-5	undetermined	H1_chr5	62987052	H2_chr5	60775787	PEES
SRR6485325.43559	-5	none	H1_	H1_chr5	63003924	none	0	UGM
SRR6485325.38795	0	0	undetermined	H1_chr5	63022364	H2_chr5	60814168	PEES
SRR6485325.14907	-10	none	H1_	H1_chr5	63058447	none	0	UGM
SRR6485325.190186	-10	-10	undetermined	H1_chr5	63064343	H2_chr5	60855999	PEES
SRR6485325.96521	0	none	H1_	H1_chr5	63078376	none	0	UGM
SRR6485325.14813	-5	-5	undetermined	H1_chr5	63127421	H2_chr5	60919339	PEES
SRR6485325.247811	0	none	H1_	H1_chr5	63130158	none	0	UGM
SRR6485325.161274	-12	-12	undetermined	H1_chr5	63182595	H2_chr5	60974521	PEES
SRR6485325.157310	0	0	undetermined	H1_chr5	63215493	H2_chr5	61007156	PEES
SRR6485325.175307	-8	none	H1_	H1_chr5	63223825	none	0	UGM
SRR6485325.142902	-5	-5	undetermined	H1_chr5	63244399	H2_chr5	61027629	PEES
SRR6485325.88730	0	0	undetermined	H1_chr5	63254149	H2_chr5	61037373	PEES
SRR6485325.27228	0	0	undetermined	H1_chr5	63278735	H2_chr5	61061939	PEES
SRR6485325.131742	-5	none	H1_	H1_chr5	63341458	none	0	UGM
SRR6485325.234873	0	none	H1_	H1_chr5	63368882	none	0	UGM
SRR6485325.111189	-5	none	H1_	H1_chr5	63401458	none	0	UGM
SRR6485325.58764	0	none	H1_	H1_chr5	63404974	none	0	UGM
SRR6485325.222762	-20	-20	undetermined	H1_chr5	63437204	H2_chr5	61218649	PEES
SRR6485325.147877	0	none	H1_	H1_chr5	63550874	none	0	UGM
SRR6485325.173623	0	none	H1_	H1_chr5	63560266	none	0	UGM
SRR6485325.148129	-3	-3	undetermined	H1_chr5	63591082	H2_chr5	61347982	PEES
SRR6485325.32639	-3	none	H1_	H1_chr5	63595739	none	0	UGM
SRR6485325.81387	0	none	H1_	H1_chr5	63599587	none	0	UGM
SRR6485325.164282	-5	none	H1_	H1_chr5	63642898	none	0	UGM
SRR6485325.208850	-17	-17	undetermined	H1_chr5	63682000	H2_chr5	61463891	PEES
SRR6485325.90106	-4	-4	undetermined	H1_chr5	63704140	H2_chr5	61486051	PEES
SRR6485325.113695	0	0	undetermined	H1_chr5	63735802	H2_chr5	61516634	PEES
SRR6485325.168880	0	none	H1_	H1_chr5	63761072	none	0	UGM
SRR6485325.225904	0	0	undetermined	H1_chr5	63795982	H2_chr5	61576122	PEES
SRR6485325.175038	0	0	undetermined	H1_chr5	63897703	H2_chr5	61677188	ES
SRR6485325.72922	0	0	undetermined	H1_chr5	63901420	H2_chr5	61680905	PEES
SRR6485325.144564	0	0	undetermined	H1_chr5	63905578	H2_chr5	61685063	PEES
SRR6485325.12038	-15	-15	undetermined	H1_chr5	63923274	H2_chr5	61702758	PEES
SRR6485325.132528	0	none	H1_	H1_chr5	63930620	none	0	UGM
SRR6485325.13310	0	0	undetermined	H1_chr5	63979806	H2_chr5	61759296	PEES
SRR6485325.144300	0	0	undetermined	H1_chr5	64008105	H2_chr5	61787586	PEES
SRR6485325.58193	-5	-5	undetermined	H1_chr5	64061080	H2_chr5	61840532	PEES
SRR6485325.230256	0	0	undetermined	H1_chr5	64064563	H2_chr5	61844013	PEES
SRR6485325.41676	0	0	undetermined	H1_chr5	64077851	H2_chr5	61856940	PEES
SRR6485325.13562	0	0	undetermined	H1_chr5	64085323	H2_chr5	61864426	PEES
SRR6485325.166694	0	0	undetermined	H1_chr5	64101285	H2_chr5	61880362	PEES
SRR6485325.104588	0	none	H1_	H1_chr5	64156962	none	0	UGM
SRR6485325.174048	-15	none	H1_	H1_chr5	64157471	none	0	UGM
SRR6485325.162834	-3	-3	undetermined	H1_chr5	64162882	H2_chr5	61942653	PEES
SRR6485325.176371	0	0	undetermined	H1_chr5	64175243	H2_chr5	61955053	PEES
SRR6485325.75721	0	0	undetermined	H1_chr5	64248152	H2_chr5	62027959	PEES
SRR6485325.132749	0	0	undetermined	H1_chr5	64277670	H2_chr5	62057495	PEES
SRR6485325.226510	0	0	undetermined	H1_chr5	64431558	H2_chr5	62210664	PEES
SRR6485325.197398	0	0	undetermined	H1_chr5	64466013	H2_chr5	62245132	ES
SRR6485325.37013	0	none	H1_	H1_chr5	64486043	none	0	UGM
SRR6485325.50449	0	0	undetermined	H1_chr5	64527867	H2_chr5	62299409	PEES
SRR6485325.196805	0	0	undetermined	H1_chr5	64543881	H2_chr5	62315432	PEES
SRR6485325.7620	-17	-17	undetermined	H1_chr5	64553592	H2_chr5	62325141	PEES
SRR6485325.41416	-17	none	H1_	H1_chr5	64571457	none	0	UGM
SRR6485325.208266	0	0	undetermined	H1_chr5	64602970	H2_chr5	62374827	PEES
SRR6485325.99718	0	0	undetermined	H1_chr5	64684314	H2_chr5	62455564	PEES
SRR6485325.165353	0	0	undetermined	H1_chr5	64719219	H2_chr5	62489874	PEES
SRR6485325.103198	0	0	undetermined	H1_chr5	64755704	H2_chr5	62526288	PEES
SRR6485325.210262	0	0	undetermined	H1_chr5	64874628	H2_chr5	62655626	PEES
SRR6485325.67282	0	none	H1_	H1_chr5	64890591	none	0	UGM
SRR6485325.149696	0	none	H1_	H1_chr5	64890872	none	0	UGM
SRR6485325.109009	0	0	undetermined	H1_chr5	64905335	H2_chr5	62681053	PEES
SRR6485325.162410	0	none	H1_	H1_chr5	65005296	none	0	UGM
SRR6485325.91299	0	0	undetermined	H1_chr5	65006033	H2_chr5	62781479	PEES
SRR6485325.58025	0	0	undetermined	H1_chr5	65018700	H2_chr5	62794170	PEES
SRR6485325.112884	0	0	undetermined	H1_chr5	65096184	H2_chr5	62871658	PEES
SRR6485325.153421	0	0	undetermined	H1_chr5	65109558	H2_chr5	62885044	PEES
SRR6485325.81784	-5	-5	undetermined	H1_chr5	65151707	H2_chr5	62927194	PEES
SRR6485325.76138	0	none	H1_	H1_chr5	65179134	none	0	UGM
SRR6485325.40876	-10	none	H1_	H1_chr5	65190705	none	0	UGM
SRR6485325.87862	0	none	H1_	H1_chr5	65199226	none	0	UGM
SRR6485325.93503	0	0	undetermined	H1_chr5	65230198	H2_chr5	63005676	PEES
SRR6485325.13527	0	0	undetermined	H1_chr5	65235367	H2_chr5	63010845	PEES
SRR6485325.140636	0	0	undetermined	H1_chr5	65248173	H2_chr5	63023639	PEES
SRR6485325.13496	0	0	undetermined	H1_chr5	65283075	H2_chr5	63058548	PEES
SRR6485325.43595	0	0	undetermined	H1_chr5	65293930	H2_chr5	63069409	PEES
SRR6485325.23874	0	0	undetermined	H1_chr5	65403905	H2_chr5	63179039	PEES
SRR6485325.208421	0	none	H1_	H1_chr5	65438572	none	0	UGM
SRR6485325.64406	0	0	undetermined	H1_chr5	65439812	H2_chr5	63215003	PEES
SRR6485325.72395	0	0	undetermined	H1_chr5	65455310	H2_chr5	63230485	PEES
SRR6485325.204636	-5	-5	undetermined	H1_chr5	65479484	H2_chr5	63254644	PEES
SRR6485325.62602	-5	-5	undetermined	H1_chr5	65588354	H2_chr5	63364297	PEES
SRR6485325.187951	0	none	H1_	H1_chr5	65613048	none	0	UGM
SRR6485325.182819	-5	-5	undetermined	H1_chr5	65658289	H2_chr5	63434391	PEES
SRR6485325.143981	-5	none	H1_	H1_chr5	65791675	none	0	UGM
SRR6485325.94302	-16	none	H1_	H1_chr5	65817204	none	0	UGM
SRR6485325.96695	-25	none	H1_	H1_chr5	65820247	none	0	UGM
SRR6485325.92350	0	0	undetermined	H1_chr5	65849298	H2_chr5	63624112	PEES
SRR6485325.106354	0	0	undetermined	H1_chr5	65895846	H2_chr5	42543973	PEES
SRR6485325.90490	-1	none	H1_	H1_chr5	65896138	none	0	UGM
SRR6485325.149506	0	none	H1_	H1_chr5	65896744	none	0	UGM
SRR6485325.111471	0	0	undetermined	H1_chr5	65900696	H2_chr5	31515528	PEES
SRR6485325.221216	-5	-5	undetermined	H1_chr5	65900786	H2_chr5	76375685	PEES
SRR6485325.22872	0	0	undetermined	H1_chr5	65901567	H2_chr5	73961614	PEES
SRR6485325.167766	-1	-1	undetermined	H1_chr5	65901586	H2_chr5	73961596	PEES
SRR6485325.74654	0	0	undetermined	H1_chr5	65901651	H2_chr5	64188109	PEES
SRR6485325.145061	0	none	H1_	H1_chr5	65901882	none	0	UGM
SRR6485325.133256	0	none	H1_	H1_chr5	65906507	none	0	UGM
SRR6485325.17564	0	0	undetermined	H1_chr5	65918039	H2_chr5	63685311	PEES
SRR6485325.165304	-5	none	H1_	H1_chr5	65950899	none	0	UGM
SRR6485325.13977	0	0	undetermined	H1_chr5	65998962	H2_chr5	63767734	PEES
SRR6485325.213366	-20	-20	undetermined	H1_chr5	66021981	H2_chr5	63790749	PEES
SRR6485325.25123	0	none	H1_	H1_chr5	66022635	none	0	UGM
SRR6485325.112792	-10	none	H1_	H1_chr5	66068645	none	0	UGM
SRR6485325.146511	0	0	undetermined	H1_chr5	66121688	H2_chr5	63888307	PEES
SRR6485325.246325	-5	-5	undetermined	H1_chr5	66143716	H2_chr5	63909978	PEES
SRR6485325.104430	-19	-19	undetermined	H1_chr5	66153982	H2_chr5	64050371	PEES
SRR6485325.165580	-5	-5	undetermined	H1_chr5	66171005	H2_chr5	63932772	PEES
SRR6485325.5386	-11	none	H1_	H1_chr5	66197743	none	0	UGM
SRR6485325.183827	0	0	undetermined	H1_chr5	66199679	H2_chr5	63961792	PEES
SRR6485325.114528	0	none	H1_	H1_chr5	66204820	none	0	UGM
SRR6485325.3978	-10	none	H1_	H1_chr5	66232071	none	0	UGM
SRR6485325.245566	0	0	undetermined	H1_chr5	66268444	H2_chr5	64038109	PEES
SRR6485325.26441	-5	none	H1_	H1_chr5	66320771	none	0	UGM
SRR6485325.178701	0	0	undetermined	H1_chr5	66320976	H2_chr5	36046734	PEES
SRR6485325.150273	0	0	undetermined	H1_chr5	66327913	H2_chr5	64098258	PEES
SRR6485325.225426	0	0	undetermined	H1_chr5	66336635	H2_chr5	64106656	PEES
SRR6485325.117705	0	0	undetermined	H1_chr5	66341128	H2_chr5	64111140	PEES
SRR6485325.32887	0	none	H1_	H1_chr5	66367817	none	0	UGM
SRR6485325.191563	0	none	H1_	H1_chr5	66381767	none	0	UGM
SRR6485325.180665	0	0	undetermined	H1_chr5	66411526	H2_chr5	64187650	PEES
SRR6485325.187840	-1	-1	undetermined	H1_chr5	66411545	H2_chr5	64187669	PEES
SRR6485325.220380	0	0	undetermined	H1_chr5	66439631	H2_chr5	64215788	PEES
SRR6485325.84247	-5	-5	undetermined	H1_chr5	66442074	H2_chr5	64218237	PEES
SRR6485325.56382	0	0	undetermined	H1_chr5	66446480	H2_chr5	77818178	PEES
SRR6485325.222015	0	none	H1_	H1_chr5	66446583	none	0	UGM
SRR6485325.62320	0	0	undetermined	H1_chr5	66449231	H2_chr5	64224063	PEES
SRR6485325.244030	-5	none	H1_	H1_chr5	66460784	none	0	UGM
SRR6485325.104019	-24	none	H1_	H1_chr5	66469087	none	0	UGM
SRR6485325.244800	-3	none	H1_	H1_chr5	66498561	none	0	UGM
SRR6485325.224765	0	none	H1_	H1_chr5	66502762	none	0	UGM
SRR6485325.220542	-2	none	H1_	H1_chr5	66511465	none	0	UGM
SRR6485325.242880	-10	-10	undetermined	H1_chr5	66550330	H2_chr5	64324493	PEES
SRR6485325.215186	-12	-12	undetermined	H1_chr5	66555390	H2_chr5	64329549	PEES
SRR6485325.79605	0	none	H1_	H1_chr5	66567062	none	0	UGM
SRR6485325.218341	-8	none	H1_	H1_chr5	66568037	none	0	UGM
SRR6485325.2401	0	none	H1_	H1_chr5	66587980	none	0	UGM
SRR6485325.219530	-3	-3	undetermined	H1_chr5	66609237	H2_chr5	64382091	PEES
SRR6485325.49734	0	0	undetermined	H1_chr5	66626519	H2_chr5	64399378	PEES
SRR6485325.214884	-5	-5	undetermined	H1_chr5	66673818	H2_chr5	5719606	PEES
SRR6485325.154077	0	0	undetermined	H1_chr5	66702406	H2_chr5	64472111	PEES
SRR6485325.124862	-3	-3	undetermined	H1_chr5	66712724	H2_chr5	64482417	PEES
SRR6485325.142671	-20	-20	undetermined	H1_chr5	66775265	H2_chr5	64544916	PEES
SRR6485325.69074	-5	none	H1_	H1_chr5	66781730	none	0	UGM
SRR6485325.7023	-3	none	H1_	H1_chr5	66806812	none	0	UGM
SRR6485325.49255	-5	-5	undetermined	H1_chr5	66879590	H2_chr5	64645332	PEES
SRR6485325.111455	0	0	undetermined	H1_chr5	66905236	H2_chr5	64670976	PEES
SRR6485325.129022	0	none	H1_	H1_chr5	66905899	none	0	UGM
SRR6485325.155959	0	0	undetermined	H1_chr5	66934532	H2_chr5	64700279	PEES
SRR6485325.142107	0	0	undetermined	H1_chr5	66971884	H2_chr5	64737503	PEES
SRR6485325.205768	0	none	H1_	H1_chr5	66983088	none	0	UGM
SRR6485325.239704	-1	-1	undetermined	H1_chr5	66984474	H2_chr5	64750111	PEES
SRR6485325.125996	0	0	undetermined	H1_chr5	66989225	H2_chr5	64754863	PEES
SRR6485325.56953	0	none	H1_	H1_chr5	67028840	none	0	UGM
SRR6485325.96903	-15	-15	undetermined	H1_chr5	67149915	H2_chr5	64915230	PEES
SRR6485325.96380	0	0	undetermined	H1_chr5	67188024	H2_chr5	64953346	PEES
SRR6485325.104675	-5	-5	undetermined	H1_chr5	67201653	H2_chr5	64966988	PEES
SRR6485325.178593	-26	-26	undetermined	H1_chr5	67269282	H2_chr5	65034565	PEES
SRR6485325.68362	0	0	undetermined	H1_chr5	67281590	H2_chr5	65046887	PEES
SRR6485325.42708	-6	-6	undetermined	H1_chr5	67319516	H2_chr5	65084798	PEES
SRR6485325.216574	0	0	undetermined	H1_chr5	67329595	H2_chr5	65094905	PEES
SRR6485325.23847	0	0	undetermined	H1_chr5	67344375	H2_chr5	65109696	PEES
SRR6485325.242814	-13	none	H1_	H1_chr5	67350950	none	0	UGM
SRR6485325.111294	-13	-13	undetermined	H1_chr5	67377177	H2_chr5	65142474	PEES
SRR6485325.158330	-5	-5	undetermined	H1_chr5	67377718	H2_chr5	65143015	PEES
SRR6485325.226313	0	none	H1_	H1_chr5	67427807	none	0	UGM
SRR6485325.246890	0	0	undetermined	H1_chr5	67431604	H2_chr5	65196767	PEES
SRR6485325.139788	0	0	undetermined	H1_chr5	67554377	H2_chr5	65327802	PEES
SRR6485325.191373	-5	-5	undetermined	H1_chr5	67574801	H2_chr5	65348225	PEES
SRR6485325.39742	0	0	undetermined	H1_chr5	67745331	H2_chr5	65518567	PEES
SRR6485325.185479	0	0	undetermined	H1_chr5	67755269	H2_chr5	65528505	PEES
SRR6485325.86750	-4	-4	undetermined	H1_chr5	67803063	H2_chr5	65574082	PEES
SRR6485325.205064	0	0	undetermined	H1_chr5	67806494	H2_chr5	65577515	PEES
SRR6485325.241621	0	0	undetermined	H1_chr5	67811392	H2_chr5	65582422	PEES
SRR6485325.64288	0	0	undetermined	H1_chr5	67811965	H2_chr5	65582996	PEES
SRR6485325.15815	-15	-15	undetermined	H1_chr5	67872502	H2_chr5	65650136	PEES
SRR6485325.217284	0	0	undetermined	H1_chr5	67900707	H2_chr5	65678339	PEES
SRR6485325.4928	0	none	H1_	H1_chr5	67901601	none	0	UGM
SRR6485325.221459	0	none	H1_	H1_chr5	67917000	none	0	UGM
SRR6485325.101180	-5	-5	undetermined	H1_chr5	67950828	H2_chr5	65728626	PEES
SRR6485325.14621	0	0	undetermined	H1_chr5	67986722	H2_chr5	65764544	PEES
SRR6485325.218628	-3	-3	undetermined	H1_chr5	68062237	H2_chr5	65844715	ES
SRR6485325.32751	-15	-15	undetermined	H1_chr5	68106781	H2_chr5	65890854	PEES
SRR6485325.136757	0	0	undetermined	H1_chr5	68136284	H2_chr5	65920343	PEES
SRR6485325.64544	0	0	undetermined	H1_chr5	68211109	H2_chr5	65993205	PEES
SRR6485325.102890	0	0	undetermined	H1_chr5	68227193	H2_chr5	66009262	PEES
SRR6485325.161624	0	none	H1_	H1_chr5	68242599	none	0	UGM
SRR6485325.217268	0	0	undetermined	H1_chr5	68243981	H2_chr5	66025659	PEES
SRR6485325.236651	0	0	undetermined	H1_chr5	68249139	H2_chr5	66030801	PEES
SRR6485325.39392	-5	-5	undetermined	H1_chr5	68252473	H2_chr5	55084644	PEES
SRR6485325.52723	-5	-5	undetermined	H1_chr5	68258757	H2_chr5	81907876	PEES
SRR6485325.125905	0	none	H1_	H1_chr5	68260704	none	0	UGM
SRR6485325.114849	-5	-5	undetermined	H1_chr5	68266117	H2_chr5	66047788	ES
SRR6485325.208226	0	none	H1_	H1_chr5	68313291	none	0	UGM
SRR6485325.90877	-5	-5	undetermined	H1_chr5	68315428	H2_chr5	64980301	PEES
SRR6485325.136248	0	none	H1_	H1_chr5	68316352	none	0	UGM
SRR6485325.155334	0	0	undetermined	H1_chr5	68316770	H2_chr5	114614770	PEES
SRR6485325.214635	-5	none	H1_	H1_chr5	68325081	none	0	UGM
SRR6485325.156618	-30	none	H1_	H1_chr5	68358733	none	0	UGM
SRR6485325.194686	0	0	undetermined	H1_chr5	68364357	H2_chr5	66129183	PEES
SRR6485325.129385	0	0	undetermined	H1_chr5	68372818	H2_chr5	66137474	PEES
SRR6485325.160	-5	-5	undetermined	H1_chr5	68376772	H2_chr5	66141425	PEES
SRR6485325.218879	0	0	undetermined	H1_chr5	68443274	H2_chr5	66210660	PEES
SRR6485325.133047	0	none	H1_	H1_chr5	68446732	none	0	UGM
SRR6485325.203998	-24	none	H1_	H1_chr5	68453238	none	0	UGM
SRR6485325.140183	0	0	undetermined	H1_chr5	68464488	H2_chr5	66230283	PEES
SRR6485325.194859	0	none	H1_	H1_chr5	68467536	none	0	UGM
SRR6485325.236819	0	none	H1_	H1_chr5	68472666	none	0	UGM
SRR6485325.198544	-3	-3	undetermined	H1_chr5	68489826	H2_chr5	66256639	PEES
SRR6485325.44397	0	0	undetermined	H1_chr5	68495633	H2_chr5	66262448	PEES
SRR6485325.144599	0	0	undetermined	H1_chr5	68512096	H2_chr5	66279048	PEES
SRR6485325.19707	-8	-8	undetermined	H1_chr5	68523055	H2_chr5	66290007	PEES
SRR6485325.72609	0	0	undetermined	H1_chr5	68543460	H2_chr5	66310404	PEES
SRR6485325.208234	0	none	H1_	H1_chr5	68567986	none	0	UGM
SRR6485325.9009	-10	-10	undetermined	H1_chr5	68569768	H2_chr5	66336722	PEES
SRR6485325.62834	-15	-15	undetermined	H1_chr5	68631113	H2_chr5	66397689	PEES
SRR6485325.61339	0	none	H1_	H1_chr5	68647736	none	0	UGM
SRR6485325.66847	-9	-9	undetermined	H1_chr5	68691434	H2_chr5	66450110	PEES
SRR6485325.126909	-11	none	H1_	H1_chr5	68694055	none	0	UGM
SRR6485325.111854	0	0	undetermined	H1_chr5	68715928	H2_chr5	66481342	PEES
SRR6485325.73818	-15	none	H1_	H1_chr5	68733977	none	0	UGM
SRR6485325.32002	-4	-4	undetermined	H1_chr5	68769923	H2_chr5	66529292	PEES
SRR6485325.227760	0	none	H1_	H1_chr5	68849788	none	0	UGM
SRR6485325.206938	0	none	H1_	H1_chr5	68865498	none	0	UGM
SRR6485325.185145	0	none	H1_	H1_chr5	68889268	none	0	UGM
SRR6485325.142868	0	none	H1_	H1_chr5	68889568	none	0	UGM
SRR6485325.206983	-9	none	H1_	H1_chr5	68889667	none	0	UGM
SRR6485325.33757	0	none	H1_	H1_chr5	68890065	none	0	UGM
SRR6485325.223615	0	none	H1_	H1_chr5	68890799	none	0	UGM
SRR6485325.193567	0	none	H1_	H1_chr5	68891797	none	0	UGM
SRR6485325.174293	0	none	H1_	H1_chr5	68891924	none	0	UGM
SRR6485325.116041	0	none	H1_	H1_chr5	68892046	none	0	UGM
SRR6485325.242795	0	none	H1_	H1_chr5	68892952	none	0	UGM
SRR6485325.161412	0	none	H1_	H1_chr5	68893232	none	0	UGM
SRR6485325.175594	0	none	H1_	H1_chr5	68893238	none	0	UGM
SRR6485325.205864	0	none	H1_	H1_chr5	68893668	none	0	UGM
SRR6485325.160350	-1	none	H1_	H1_chr5	68893779	none	0	UGM
SRR6485325.92741	0	none	H1_	H1_chr5	68894632	none	0	UGM
SRR6485325.192735	0	none	H1_	H1_chr5	68894938	none	0	UGM
SRR6485325.200899	0	0	undetermined	H1_chr5	68895091	H2_chr5	72483014	PEES
SRR6485325.90983	0	0	undetermined	H1_chr5	68964586	H2_chr5	66718516	PEES
SRR6485325.146816	-10	-10	undetermined	H1_chr5	68983768	H2_chr5	66737721	PEES
SRR6485325.141900	0	0	undetermined	H1_chr5	68990982	H2_chr5	66744952	PEES
SRR6485325.107097	-15	none	H1_	H1_chr5	68994167	none	0	UGM
SRR6485325.243409	0	none	H1_	H1_chr5	69055001	none	0	UGM
SRR6485325.31955	0	0	undetermined	H1_chr5	69073262	H2_chr5	48885612	PEES
SRR6485325.175771	-5	-5	undetermined	H1_chr5	69104237	H2_chr5	66851503	PEES
SRR6485325.66944	0	0	undetermined	H1_chr5	69113052	H2_chr5	66859331	PEES
SRR6485325.247757	-6	none	H1_	H1_chr5	69171399	none	0	UGM
SRR6485325.229668	-10	none	H1_	H1_chr5	69197964	none	0	UGM
SRR6485325.4692	0	none	H1_	H1_chr5	69203312	none	0	UGM
SRR6485325.57484	0	none	H1_	H1_chr5	69311912	none	0	UGM
SRR6485325.220703	0	none	H1_	H1_chr5	69313779	none	0	UGM
SRR6485325.213014	-11	-11	undetermined	H1_chr5	69343128	H2_chr5	67084674	PEES
SRR6485325.223708	-15	-15	undetermined	H1_chr5	69412393	H2_chr5	67153937	PEES
SRR6485325.162598	-6	-6	undetermined	H1_chr5	69418293	H2_chr5	48923436	PEES
SRR6485325.5917	-31	none	H1_	H1_chr5	69482026	none	0	UGM
SRR6485325.94366	0	0	undetermined	H1_chr5	69507485	H2_chr5	67245984	PEES
SRR6485325.240823	-15	none	H1_	H1_chr5	69516935	none	0	UGM
SRR6485325.29724	0	none	H1_	H1_chr5	69532980	none	0	UGM
SRR6485325.111776	-10	none	H1_	H1_chr5	69535481	none	0	UGM
SRR6485325.67297	0	0	undetermined	H1_chr5	69537358	H2_chr5	67284229	PEES
SRR6485325.58011	-3	-3	undetermined	H1_chr5	69543508	H2_chr5	67290362	PEES
SRR6485325.234722	-4	-4	undetermined	H1_chr5	69558789	H2_chr5	67305532	PEES
SRR6485325.187590	-4	-4	undetermined	H1_chr5	69588692	H2_chr5	67336724	PEES
SRR6485325.243331	-15	-15	undetermined	H1_chr5	69717086	H2_chr5	73650267	PEES
SRR6485325.24083	0	0	undetermined	H1_chr5	69717287	H2_chr5	116008150	PEES
SRR6485325.200241	-7	none	H1_	H1_chr5	69768407	none	0	UGM
SRR6485325.51407	-20	none	H1_	H1_chr5	69788877	none	0	UGM
SRR6485325.76074	0	0	undetermined	H1_chr5	69791196	H2_chr5	67542393	PEES
SRR6485325.221587	0	0	undetermined	H1_chr5	69791899	H2_chr5	67543096	PEES
SRR6485325.43634	-15	-15	undetermined	H1_chr5	69801934	H2_chr5	67553146	PEES
SRR6485325.146182	0	0	undetermined	H1_chr5	69805420	H2_chr5	67556631	PEES
SRR6485325.56404	0	0	undetermined	H1_chr5	69825118	H2_chr5	67576328	PEES
SRR6485325.55261	-20	-20	undetermined	H1_chr5	69853990	H2_chr5	67608549	PEES
SRR6485325.68343	0	0	undetermined	H1_chr5	69890323	H2_chr5	67644835	PEES
SRR6485325.112262	-8	none	H1_	H1_chr5	69920220	none	0	UGM
SRR6485325.24370	0	0	undetermined	H1_chr5	69932114	H2_chr5	67694451	PEES
SRR6485325.55339	0	none	H1_	H1_chr5	69975484	none	0	UGM
SRR6485325.30070	-5	-5	undetermined	H1_chr5	70026242	H2_chr5	73596201	PEES
SRR6485325.221878	0	none	H1_	H1_chr5	70029590	none	0	UGM
SRR6485325.20474	0	0	undetermined	H1_chr5	70052652	H2_chr5	67806323	PEES
SRR6485325.57809	-17	none	H1_	H1_chr5	70086718	none	0	UGM
SRR6485325.208239	-10	-10	undetermined	H1_chr5	70091024	H2_chr5	114612208	PEES
SRR6485325.141286	-5	none	H1_	H1_chr5	70161723	none	0	UGM
SRR6485325.135618	0	0	undetermined	H1_chr5	70171852	H2_chr5	67918341	PEES
SRR6485325.77021	0	0	undetermined	H1_chr5	70184288	H2_chr5	67930775	PEES
SRR6485325.21956	0	0	undetermined	H1_chr5	70228047	H2_chr5	67974549	PEES
SRR6485325.179273	0	0	undetermined	H1_chr5	70251064	H2_chr5	67997579	PEES
SRR6485325.197726	-15	-15	undetermined	H1_chr5	70255180	H2_chr5	68001694	PEES
SRR6485325.37091	0	0	undetermined	H1_chr5	70320269	H2_chr5	68067249	PEES
SRR6485325.125425	0	none	H1_	H1_chr5	70333747	none	0	UGM
SRR6485325.229927	-10	-10	undetermined	H1_chr5	70364997	H2_chr5	68112312	PEES
SRR6485325.39262	-9	-9	undetermined	H1_chr5	70380034	H2_chr5	68127332	PEES
SRR6485325.86504	-5	-5	undetermined	H1_chr5	70380486	H2_chr5	68127784	PEES
SRR6485325.85144	-5	-5	undetermined	H1_chr5	70399393	H2_chr5	68146702	PEES
SRR6485325.158764	-16	none	H1_	H1_chr5	70408608	none	0	UGM
SRR6485325.23218	0	none	H1_	H1_chr5	70418459	none	0	UGM
SRR6485325.169952	0	0	undetermined	H1_chr5	70475476	H2_chr5	70538839	PEES
SRR6485325.249795	0	0	undetermined	H1_chr5	70475743	H2_chr5	72728883	PEES
SRR6485325.230273	0	0	undetermined	H1_chr5	70537726	H2_chr5	68271909	PEES
SRR6485325.45730	-9	none	H1_	H1_chr5	70558045	none	0	UGM
SRR6485325.79672	0	0	undetermined	H1_chr5	70561633	H2_chr5	68295820	PEES
SRR6485325.185621	-5	-5	undetermined	H1_chr5	70570915	H2_chr5	39146278	PEES
SRR6485325.101805	0	0	undetermined	H1_chr5	70585044	H2_chr5	68319237	PEES
SRR6485325.99793	-5	-5	undetermined	H1_chr5	70588421	H2_chr5	68322614	PEES
SRR6485325.50131	0	0	undetermined	H1_chr5	70588557	H2_chr5	68322750	PEES
SRR6485325.2402	-14	-14	undetermined	H1_chr5	70592491	H2_chr5	68326684	PEES
SRR6485325.219239	-20	-20	undetermined	H1_chr5	70638208	H2_chr5	68372401	PEES
SRR6485325.32325	-15	-15	undetermined	H1_chr5	70666033	H2_chr5	68400219	PEES
SRR6485325.49886	0	0	undetermined	H1_chr5	70674022	H2_chr5	68408209	PEES
SRR6485325.7194	-5	-5	undetermined	H1_chr5	70682686	H2_chr5	68416877	PEES
